"Lugar_del_Accidente";"N_de_Muertos";"PromEdad";"PorcentH";"PorcenM";"Porcent2017";"Porcent2018";"Porcent2019";"Etiqueta"
"Pichincha - Quito - Nono";2;46;1;0;1;0;0;"Operativos Regulares frecuentes"
"Pichincha - Quito - Pacto";1;49;1;0;1;0;0;"Operativos Regulares frecuentes"
"Pichincha - Quito - Perucho";1;71;1;0;0;1;0;"Operativos Regulares frecuentes"
"Pichincha - Quito - Pifo";43;38;0,56;0,44;0,09;0,7;0,16;"Operativos Regulares frecuentes"
"Pichincha - Quito - Pintag";6;34;0,67;0,33;0,33;0,33;0,33;"Operativos Regulares frecuentes"
"Pichincha - Quito - Pomasqui";8;33;0,88;0,12;0,75;0,25;0;"Operativos Regulares frecuentes"
"Pichincha - Quito - Puellaro";3;42;0,67;0,33;0,67;0;0,33;"Operativos Regulares frecuentes"
"Pichincha - Quito - Puembo";1;25;1;0;0;1;0;"Operativos Regulares frecuentes"
"Pichincha - Quito - San Antonio";14;32;0,93;0,07;0,5;0,21;0,29;"Operativos Regulares frecuentes"
"Pichincha - Quito - San Jose de Minas";3;35;1;0;0,33;0;0,33;"Operativos Regulares frecuentes"
"Pichincha - Quito - Tababala";1;24;1;0;0;0;1;"Operativos Regulares frecuentes"
"Pichincha - Quito - Tumbaco";28;35;0,68;0,32;0,32;0,21;0,46;"Operativos Regulares frecuentes"
"Pichincha - Quito - Yaruqui";13;40;0,77;0,23;0,38;0,38;0,23;"Operativos Regulares frecuentes"
"Pichincha - Quito - Zambiza";2;51;0,5;0,5;0;0;1;"Operativos Regulares frecuentes"
"Pichincha - Cayambe - Cayambe";8;34;0,5;0,5;0,62;0;0,38;"Operativos Regulares frecuentes"
"Pichincha - Cayambe - Juan Montalvo";4;26;0,75;0,25;0,25;0,5;0,25;"Operativos Regulares frecuentes"
"Pichincha - Cayambe - Oton";3;22;1;0;0;1;0;"Operativos Regulares frecuentes"
"Pichincha - Cayambe - Cayambe";24;37;0,75;0,25;0,25;0,33;0,33;"Operativos Regulares frecuentes"
"Pichincha - Cayambe - Azcazubi";6;40;0,67;0,33;0,5;0,17;0,33;"Operativos Regulares frecuentes"
"Pichincha - Cayambe - Cangahua";10;26;0,7;0,3;0,2;0,4;0,4;"Operativos Regulares frecuentes"
"Pichincha - Cayambe - Olmedo (Pecillo)";4;32;0,5;0,5;0,5;0,25;0,25;"Operativos Regulares frecuentes"
"Pichincha - Cayambe - Oton";1;35;1;0;1;0;0;"Operativos Regulares frecuentes"
"Pichincha - Cayambe - Santa Rosa de Cuzubamba";3;27;0,67;0,33;0;0;1;"Operativos Regulares frecuentes"
"Pichincha - Cayambe - San Jose De Ayora";9;38;0,89;0,11;0,11;0,56;0,33;"Operativos Regulares frecuentes"
"Pichincha - Mejia - Machachi";57;38;0,75;0,25;0,28;0,18;0,51;"Operativos Regulares frecuentes"
"Pichincha - Mejia - Aloag";36;39;0,78;0,22;0,44;0,33;0,19;"Operativos Regulares frecuentes"
"Pichincha - Mejia - Aloasi";5;25;1;0;0,6;0,4;0;"Operativos Regulares frecuentes"
"Pichincha - Mejia - Cutuglahua";8;42;0,75;0,25;0;0,38;0,62;"Operativos Regulares frecuentes"
"Pichincha - Mejia - El Chaupi";7;41;0,57;0,43;0,57;0,43;0;"Operativos Regulares frecuentes"
"Pichincha - Mejia - Manuel Cornejo Astorga (Tandapi)";31;41;0,71;0,29;0,23;0,61;0,16;"Operativos Regulares frecuentes"
"Pichincha - Mejia - Tambillo";38;45;0,74;0,26;0,21;0,55;0,24;"Operativos Regulares frecuentes"
"Pichincha - Mejia - Uyumbicho";7;32;0,57;0,43;0,14;0,14;0,71;"Operativos Regulares frecuentes"
"Pichincha - Pedro Moncayo - Tabacundo";16;39;0,75;0,25;0,5;0,31;0,19;"Operativos Regulares frecuentes"
"Pichincha - Pedro Moncayo - La Esperanza";4;42;0,75;0,25;0;0,75;0,25;"Operativos Regulares frecuentes"
"Pichincha - Pedro Moncayo - Malchingui";5;43;0,6;0,4;0,4;0;0,6;"Operativos Regulares frecuentes"
"Pichincha - Pedro Moncayo - Topachi";3;50;0,33;0,67;0,67;0;0,33;"Operativos Regulares frecuentes"
"Pichincha - Pedro Moncayo - Tupigachi";2;42;1;0;0,5;0,5;0;"Operativos Regulares frecuentes"
"Pichincha - Ruminahui - Sangolqui";17;46;0,88;0,12;0,24;0,47;0,29;"Operativos Regulares frecuentes"
"Pichincha - Ruminahui - San Rafael";2;63;0,5;0,5;0;1;0;"Operativos Regulares frecuentes"
"Pichincha - Ruminahui - Sangolqui";9;34;1;0;0,33;0;0,67;"Operativos Regulares frecuentes"
"Pichincha - Ruminahui - Rumipamba";1;16;0;1;1;0;0;"Operativos Regulares frecuentes"
"Pichincha - San Miguel De Los Bancos - San Miguel De Los Bancos";21;39;0,67;0,33;0,48;0,14;0,38;"Operativos Regulares frecuentes"
"Pichincha - Pedro Vicente Maldonado - Pedro Vicente Maldonado";12;31;0,92;0,08;0,25;0,17;0,58;"Operativos Regulares frecuentes"
"Pichincha - Puerto Quito - Puerto Quito";20;29;0,85;0,15;0,15;0,5;0,3;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Atocha - Ficoa";27;48;0,67;0,33;0,37;0,26;0,37;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Huchi Chico";4;22;0,75;0,25;0,5;0,25;0,25;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Huachi Loreto";2;56;1;0;0;0,5;0,5;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - La Merced";57;48;0,79;0,21;0,33;0,25;0,42;"Operativo de Transito Constante"
"Tungurahua - Ambato - La Peninsula";2;56;0,5;0,5;0,5;0;0,5;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Matriz";1;77;0;1;0;1;0;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Pishilata";3;48;1;0;0,33;0;0,67;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - San Francisco";2;48;0,5;0,5;0;0;0,5;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Ambato";20;40;0,65;0,35;0,3;0,15;0,55;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Ambatillo";1;28;1;0;1;0;0;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Atahualpa (Chisalata)";9;29;0,78;0,22;0,67;0,33;0;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Augusto N. Martinez (Mundugleo)";2;15;1;0;0,5;0;0,5;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Constantino Fernandez (Cab. En Cullitahua)";1;61;0;1;1;0;0;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Huachi Grande";13;43;0,85;0,15;0,31;0,62;0,08;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Izamba";16;32;0,88;0,12;0,06;0,56;0,38;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Juan Benigno Vela";7;41;1;0;0,29;0,29;0,43;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Montalvo";1;56;1;0;0;0;1;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Pasa";2;66;0,5;0,5;0;0,5;0,5;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Picaigua";4;53;0,75;0,25;0,25;0,5;0,25;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Pilaguin (Pilahuin)";13;34;0,92;0,08;0,31;0,31;0,38;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Quisapincha (Quizapincha)";5;30;0,6;0,4;0,2;0,2;0,6;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - San Bartolome de Pinllog";1;2;1;0;0;0;1;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Santa Rosa";12;35;0,5;0,5;0,25;0,33;0,42;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Totoras";7;43;1;0;0,57;0,43;0;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Cunchibamba";13;44;0,77;0,23;0,38;0,46;0,15;"Operativos Regulares frecuentes"
"Tungurahua - Ambato - Unamuncho";4;53;0,75;0,25;0,25;0,5;0,25;"Operativos Regulares frecuentes"
"Tungurahua - Banos De Agua Santa - Banos De Agua Santa";12;27;0,92;0,08;0,33;0,33;0,33;"Operativos Regulares frecuentes"
"Tungurahua - Banos De Agua Santa - Ulba";3;33;1;0;0,67;0,33;0;"Operativos Regulares frecuentes"
"Tungurahua - Cevallos - Cevallos";1;1;1;0;0;1;0;"Operativos Regulares frecuentes"
"Tungurahua - Mocha - Mocha";14;38;1;0;0,21;0,07;0,71;"Operativos Regulares frecuentes"
"Tungurahua - Mocha - Pinguili";2;48;1;0;0;1;0;"Operativos Regulares frecuentes"
"Tungurahua - Patate - Los Andes (Cab. En Poatug)";1;29;1;0;0;0;1;"Operativos Regulares frecuentes"
"Tungurahua - Patate - Sucre (Cab. En Sucre-Patate Urcu)";1;3;1;0;0;0;1;"Operativos Regulares frecuentes"
"Tungurahua - Quero - Quero";5;35;1;0;0,6;0;0,4;"Operativos Regulares frecuentes"
"Tungurahua - Quero - Yanayacu-Mochapata(Cab.En Yanayacu)";3;35;1;0;0,33;0,33;0,33;"Operativos Regulares frecuentes"
"Tungurahua - San Pedro De Pelileo - Pelileo";4;36;0,75;0,25;0;0,5;0,5;"Operativos Regulares frecuentes"
"Tungurahua - San Pedro De Pelileo - Pelileo Grande";3;43;0,67;0,33;0,33;0,33;0,33;"Operativos Regulares frecuentes"
"Tungurahua - San Pedro de Pelileo - Pelileo";9;30;0,56;0,44;0,33;0;0,33;"Operativos Regulares frecuentes"
"Tungurahua - San Pedro de Pelileo - Benitez (Pachanlica)";1;10;1;0;1;0;0;"Operativos Regulares frecuentes"
"Tungurahua - San Pedro de Pelileo - Bolivar";1;22;1;0;1;0;0;"Operativos Regulares frecuentes"
"Tungurahua - San Pedro De Pelileo - Cotalo";4;42;0,75;0,25;0;0,25;0,75;"Operativos Regulares frecuentes"
"Tungurahua - San Pedro De Pelileo - Chiquicha (Cab En Chiquicha Grande)";1;16;1;0;1;0;0;"Operativos Regulares frecuentes"
"Tungurahua - San Pedro De Pelileo - Garcia Moreno (Chumaqui)";4;34;1;0;0,25;0,25;0,25;"Operativos Regulares frecuentes"
"Tungurahua - San Pedro De Pelileo - Guambalo (Huambalo)";2;40;1;0;0;0,5;0,5;"Operativos Regulares frecuentes"
"Tungurahua - San Pedro De Pelileo - Salasaca";4;41;0,75;0,25;0,25;0,5;0,25;"Operativos Regulares frecuentes"
"Tungurahua - Santiago de Pillaro - Pillaro";2;44;0,5;0,5;0;0;1;"Operativos Regulares frecuentes"
"Tungurahua - Santiago de Pillaro - Emilio Maria Teran (Rumipamba)";1;66;1;0;1;0;0;"Operativos Regulares frecuentes"
"Tungurahua - Santiago De Pillaro - Presidente Urbina (Chagrapamba-Pa";2;32;1;0;0,5;0,5;0;"Operativos Regulares frecuentes"
"Tungurahua - Santiago de Pillaro - San Andres";4;32;0,75;0,25;0,5;0;0,5;"Operativos Regulares frecuentes"
"Tungurahua - Santiago De Pillaro - San Miguelito";1;30;1;0;0;1;0;"Operativos Regulares frecuentes"
"Tungurahua - Tisaleo - Tisaleo";11;40;0,73;0,27;0,27;0,27;0,45;"Operativos Regulares frecuentes"
"Tungurahua - Tisaleo - Quinchicoto";2;24;0;1;1;0;0;"Operativos Regulares frecuentes"
"Zamora Chinchipe - Zamora - Zamora";7;24;1;0;0,29;0,57;0,14;"Operativos Regulares frecuentes"
"Zamora Chinchipe - Zamora - Zamora";1;36;0;1;0;0;1;"Operativos Regulares frecuentes"
"Zamora Chinchipe - Zamora - Cumbaratza";3;35;0,67;0,33;0,33;0;0,67;"Operativos Regulares frecuentes"
"Zamora Chinchipe - Zamora - Guadalupe";2;32;1;0;0;0;1;"Operativos Regulares frecuentes"
"Zamora Chinchipe - Zamora - Sabanilla";1;20;1;0;1;0;0;"Operativos Regulares frecuentes"
"Zamora Chinchipe - Chinchipe - Zumba";3;28;0,67;0,33;0;0;1;"Operativos Regulares frecuentes"
"Zamora Chinchipe - Chinchipe - Chito";1;30;1;0;1;0;0;"Operativos Regulares frecuentes"
"Zamora Chinchipe - Chinchipe - El Chorro";1;26;0;1;0;0;1;"Operativos Regulares frecuentes"
"Zamora Chinchipe - Chinchipe - San Andres ";1;25;1;0;1;0;0;"Operativos Regulares frecuentes"
"Zamora Chinchipe - Nangaritza - Guayzimi";1;18;1;0;0;0;1;"Operativos Regulares frecuentes"
"Zamora Chinchipe - Nangaritza - Nuevo Paraiso";1;16;0;1;0;0;1;"Operativos Regulares frecuentes"
"Zamora Chinchipe - Yantzaza - Yantzaza (Yanzatza)";7;47;0,86;0,14;0,14;0,57;0,29;"Operativos Regulares frecuentes"
"Zamora Chinchipe - Yantzaza - Chicana";3;45;0,67;0,33;0,67;0,33;0;"Operativos Regulares frecuentes"
"Zamora Chinchipe - Yantzaza - Los Encuentros";2;17;0,5;0,5;0,5;0,5;0;"Operativos Regulares frecuentes"
"Zamora Chinchipe - El Pangui - El Pangui";1;8;0;1;0;0;1;"Operativos Regulares frecuentes"
"Zamora Chinchipe - El Pangui - El Guismi";1;65;1;0;0;1;0;"Operativos Regulares frecuentes"
"Zamora Chinchipe - El Pangui - Tundayme";2;17;1;0;0;1;0;"Operativos Regulares frecuentes"
"Zamora Chinchipe - Centinela del Condor - Zumbi";3;41;1;0;1;0;0;"Operativos Regulares frecuentes"
"Zamora Chinchipe - Palanda - Palanda";2;50;1;0;0;0,5;0,5;"Operativos Regulares frecuentes"
"Zamora Chinchipe - Paquisha - Paquisha";1;85;1;0;0;1;0;"Operativos Regulares frecuentes"
"Galapagos - San Cristobal - Puerto Baquerizo Moreno";1;30;1;0;0;1;0;"Operativos Regulares frecuentes"
"Galapagos - Santa Cruz - Puerto Ayora";5;40;1;0;0,4;0,4;0,2;"Operativos Regulares frecuentes"
"Sucumbios - Lago Agrio - Nueva Loja";78;34;0,78;0,22;0,37;0,36;0,27;"Operativos de Transito SemiConstantes"
"Sucumbios - Lago Agrio - General Farfan";2;27;0,5;0,5;0;0,5;0,5;"Operativos Regulares frecuentes"
"Sucumbios - Lago Agrio - El Eno";4;22;0,75;0,25;0,5;0,25;0,25;"Operativos Regulares frecuentes"
"Sucumbios - Lago Agrio - Pacayacu";2;23;0,5;0,5;0;0;1;"Operativos Regulares frecuentes"
"Sucumbios - Lago Agrio - Jambeli";1;41;1;0;1;0;0;"Operativos Regulares frecuentes"
"Sucumbios - Lago Agrio - Santa Cecilia";2;56;0,5;0,5;0;1;0;"Operativos Regulares frecuentes"
"Sucumbios - Gonzalo Pizarro - Lumbaqui";6;24;0,83;0,17;0,67;0;0,33;"Operativos Regulares frecuentes"
"Sucumbios - Gonzalo Pizarro - El Reventador";2;22;1;0;0;0;1;"Operativos Regulares frecuentes"
"Sucumbios - Gonzalo Pizarro - Gonzalo Pizarro";5;40;0,8;0,2;0;0,8;0,2;"Operativos Regulares frecuentes"
"Sucumbios - Gonzalo Pizarro - Lumbaqui";1;31;1;0;0;1;0;"Operativos Regulares frecuentes"
"Sucumbios - Gonzalo Pizarro - Puerto Libre";1;27;1;0;0;0;1;"Operativos Regulares frecuentes"
"Sucumbios - Putumayo - Puerto el Carmen del Putumayo";2;20;0,5;0,5;1;0;0;"Operativos Regulares frecuentes"
"Sucumbios - Putumayo - Palma Roja";4;39;0,75;0,25;0,25;0,5;0,25;"Operativos Regulares frecuentes"
"Sucumbios - Shushufindi - Shushufindi";10;34;0,9;0,1;0,5;0,2;0,3;"Operativos Regulares frecuentes"
"Sucumbios - Shushufindi - San Roqui (Cab. En San Vicente)";3;35;0,67;0,33;0,67;0;0,33;"Operativos Regulares frecuentes"
"Sucumbios - Shushufindi - San Pedro De Los Cofanes";4;36;0,5;0,5;0,5;0,5;0;"Operativos Regulares frecuentes"
"Sucumbios - Shushufindi - Siete De Julio";2;24;1;0;0;0,5;0,5;"Operativos Regulares frecuentes"
"Sucumbios - Cascales - El Dorado de Cascales";3;31;0,67;0,33;1;0;0;"Operativos Regulares frecuentes"
"Sucumbios - Cascales - Sevilla";5;23;0,6;0,4;0;0,6;0,4;"Operativos Regulares frecuentes"
"Sucumbios - Cuyabeno - Tarapoa";2;17;0,5;0,5;0,5;0,5;0;"Operativos Regulares frecuentes"
"Sucumbios - Cuyabeno - Aguas Negras";1;31;1;0;1;0;0;"Operativos Regulares frecuentes"
"Orellana - Orellana - Puerto Francisco De Orellana (El Coca)";56;34;0,82;0,18;0,48;0,21;0,3;"Operativos Regulares frecuentes"
"Orellana - Orellana - Dayuma";4;32;1;0;0,25;0;0,75;"Operativos Regulares frecuentes"
"Orellana - Orellana - Alejandro Labaka";1;17;1;0;1;0;0;"Operativos Regulares frecuentes"
"Orellana - Orellana - La Belleza";1;22;1;0;0;1;0;"Operativos Regulares frecuentes"
"Orellana - Orellana - Nuevo Paraiso (Cab. En Union Chimborazo)";1;25;1;0;0;1;0;"Operativos Regulares frecuentes"
"Orellana - Orellana - San Jose De Guayusa";4;19;1;0;0,25;0,75;0;"Operativos Regulares frecuentes"
"Orellana - Orellana - San Luis De Armenia";4;35;0,25;0,75;0;0,5;0,5;"Operativos Regulares frecuentes"
"Orellana - Aguarico - Tiputini";1;19;0;1;1;0;0;"Operativos Regulares frecuentes"
"Orellana - La Joya De Los Sachas - La Joya De Los Sachas";18;34;0,89;0,11;0,33;0,39;0,28;"Operativos Regulares frecuentes"
"Orellana - La Joya De Los Sachas - Enokanqui";1;44;1;0;0;1;0;"Operativos Regulares frecuentes"
"Orellana - La Joya De Los Sachas - San Carlos";4;22;0,5;0,5;0,25;0,75;0;"Operativos Regulares frecuentes"
"Orellana - La Joya de los Sachas - San Sebastian del Coca";5;31;0,8;0,2;0,8;0;0,2;"Operativos Regulares frecuentes"
"Orellana - La Joya De Los Sachas - Lago San Pedro";2;42;1;0;0,5;0,5;0;"Operativos Regulares frecuentes"
"Orellana - La Joya de los Sachas - Union Milagrena";1;25;1;0;1;0;0;"Operativos Regulares frecuentes"
"Orellana - Loreto - Loreto";8;43;0,88;0,12;0,38;0,38;0,25;"Operativos Regulares frecuentes"
"Orellana - Loreto - Avila (Cab En Huiruno)";2;24;1;0;0,5;0,5;0;"Operativos Regulares frecuentes"
"Orellana - Loreto - San Jose De Payamino";7;26;0,57;0,43;0,14;0,14;0,71;"Operativos Regulares frecuentes"
"Orellana - Loreto - San Jose De Dahuano";4;48;0,75;0,25;0;0,5;0,5;"Operativos Regulares frecuentes"
"Orellana - Loreto - San Vicente de Huaticocha";2;37;0,5;0,5;0;0;1;"Operativos Regulares frecuentes"
"Santo Domingo de los Tsachilas - Santo Domingo - Abraham Calazacon";21;39;0,86;0,14;0,38;0,43;0,19;"Operativos Regulares frecuentes"
"Santo Domingo de los Tsachilas - Santo Domingo - Bomboli";22;32;0,95;0,05;0,18;0,55;0,27;"Operativos Regulares frecuentes"
"Santo Domingo de los Tsachilas - Santo Domingo - Chiguilpe";4;30;1;0;0;0,25;0,75;"Operativos Regulares frecuentes"
"Santo Domingo de los Tsachilas - Santo Domingo - Rio Toachi";7;35;0,71;0,29;0,14;0,57;0,29;"Operativos Regulares frecuentes"
"Santo Domingo de los Tsachilas - Santo Domingo - Rio Verde";11;30;0,91;0,09;0,09;0,82;0,09;"Operativos Regulares frecuentes"
"Santo Domingo de los Tsachilas - Santo Domingo - Santo Domingo De Los Colorados";80;36;0,8;0,2;0,16;0,62;0,21;"Operativos de Transito SemiConstantes"
"Santo Domingo de los Tsachilas - Santo Domingo - Zaracay";116;39;0,85;0,15;0,31;0,35;0,34;"Operativo de Transito Constante"
"Santo Domingo de los Tsachilas - Santo Domingo - Santo Domingo de los Colorados";75;34;0,85;0,15;0,65;0;0,35;"Operativos de Transito SemiConstantes"
"Santo Domingo de los Tsachilas - Santo Domingo - Alluriquin";10;48;0,8;0,2;0,3;0,2;0,5;"Operativos Regulares frecuentes"
"Santo Domingo de los Tsachilas - Santo Domingo - Puerto Limon";4;39;0,75;0,25;0;1;0;"Operativos Regulares frecuentes"
"Santo Domingo de los Tsachilas - Santo Domingo - Luz De America";6;48;1;0;0,17;0,33;0,5;"Operativos Regulares frecuentes"
"Santo Domingo de los Tsachilas - Santo Domingo - San Jacinto Del Bua";5;34;1;0;0,2;0,4;0,4;"Operativos Regulares frecuentes"
"Santo Domingo de los Tsachilas - Santo Domingo - Valle Hermoso";12;38;0,83;0,17;0,08;0,75;0,17;"Operativos Regulares frecuentes"
"Santo Domingo de los Tsachilas - Santo Domingo - El Esfuerzo";1;39;1;0;0;1;0;"Operativos Regulares frecuentes"
"Santo Domingo de los Tsachilas - Santo Domingo - Santa Maria del Toachi";1;2;1;0;1;0;0;"Operativos Regulares frecuentes"
"Santo Domingo de los Tsachilas - La Condordia - La Concordia";33;38;0,88;0,12;0,39;0,3;0,3;"Operativos Regulares frecuentes"
"Santo Domingo de los Tsachilas - La Condordia - Monterrey";3;35;1;0;0,33;0,33;0,33;"Operativos Regulares frecuentes"
"Santo Domingo de los Tsachilas - La Concordia - Las Villegas";1;58;1;0;0;0;1;"Operativos Regulares frecuentes"
"Santa Elena - Santa Elena - Ballenita";1;24;1;0;0;1;0;"Operativos Regulares frecuentes"
"Santa Elena - Santa Elena - Santa Elena";30;46;0,73;0,27;0,23;0,07;0,7;"Operativos Regulares frecuentes"
"Santa Elena - Santa Elena - Santa Elena";67;37;0,84;0,16;0,31;0,45;0,22;"Operativos Regulares frecuentes"
"Santa Elena - Santa Elena - Atahualpa";2;54;1;0;1;0;0;"Operativos Regulares frecuentes"
"Santa Elena - Santa Elena - Colonche";7;35;1;0;0;0,43;0,57;"Operativos Regulares frecuentes"
"Santa Elena - Santa Elena - Chanduy";5;30;1;0;0,2;0,4;0,4;"Operativos Regulares frecuentes"
"Santa Elena - Santa Elena - Manglaralto";17;29;0,94;0,06;0,35;0,29;0,29;"Operativos Regulares frecuentes"
"Santa Elena - Santa Elena - San Jose de Ancon";3;29;1;0;0,33;0;0,67;"Operativos Regulares frecuentes"
"Santa Elena - La Libertad - La Libertad";19;50;0,79;0,21;0,37;0,21;0,42;"Operativos Regulares frecuentes"
"Santa Elena - Salinas - Vicente Rocafuerte";5;27;0,6;0,4;0;0,6;0,4;"Operativos Regulares frecuentes"
"Santa Elena - Salinas - Santa Rosa";1;55;1;0;1;0;0;"Operativos Regulares frecuentes"
"Santa Elena - Salinas - Salinas";10;36;0,8;0,2;0,5;0,3;0,2;"Operativos Regulares frecuentes"
"Santa Elena - Salinas - Anconcito";1;23;1;0;0;1;0;"Operativos Regulares frecuentes"
